customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned
SP-01004,54,87.67,9,2,2,4.7,0,7,Professional,Partner,United Kingdom,0
SP-01005,8,37.61,7,2,1,3.4,1,17,Basic,Organic,United Kingdom,1
SP-01006,56,65.68,8,5,1,2.9,1,25,Basic,Organic,Portugal,0
SP-01007,52,82.4,5,2,3,4.7,0,7,Basic,Paid,Germany,0
SP-01008,31,48.02,5,2,0,5.0,0,25,Basic,Partner,United Kingdom,0
SP-01009,45,44.8,9,1,0,2.8,0,15,Basic,Organic,Germany,0
SP-01010,32,152.89,10,3,0,3.4,1,26,Enterprise,Organic,Germany,1
SP-01011,17,120.15,7,4,0,3.1,0,9,Basic,Organic,Portugal,0
SP-01012,48,105.76,6,6,0,4.2,0,4,Enterprise,Referral,United Kingdom,0
SP-01013,15,114.27,10,3,4,4.7,1,26,Enterprise,Referral,United Kingdom,1
SP-01014,19,51.28,7,4,1,3.5,0,7,Enterprise,Referral,Germany,0
SP-01015,32,58.57,13,3,3,3.5,0,22,Enterprise,Organic,Portugal,0
SP-01016,51,94.15,9,2,2,2.2,0,1,Professional,Organic,United Kingdom,0
SP-01017,24,97.22,2,5,0,3.0,1,12,Basic,Paid,Germany,0
SP-01018,30,46.92,9,1,0,5.0,0,15,Basic,Organic,Germany,0
SP-01019,3,91.39,6,4,1,4.2,0,13,Professional,Organic,Germany,0
SP-01020,7,83.03,3,2,1,4.5,1,13,Professional,Referral,Germany,0
SP-01021,4,124.7,4,2,3,3.5,1,10,Professional,Referral,Germany,0
SP-01022,5,97.42,6,4,1,3.6,1,10,Basic,Partner,Germany,0
SP-01023,53,160.53,7,5,3,3.8,1,14,Basic,Organic,Germany,0
SP-01024,51,73.33,6,6,1,4.1,2,24,Professional,Organic,Germany,0
SP-01025,50,52.66,7,5,4,4.9,0,7,Professional,Partner,United Kingdom,0
SP-01026,4,158.66,11,6,0,3.3,0,18,Basic,Paid,United Kingdom,0
SP-01027,5,99.54,4,3,3,3.7,1,4,Basic,Paid,Germany,0
SP-01028,17,83.23,10,2,2,3.2,1,16,Enterprise,Organic,Portugal,0
SP-01029,34,59.46,14,2,3,2.2,1,8,Professional,Referral,Germany,0
SP-01030,21,73.68,7,5,1,4.5,1,6,Basic,Partner,United Kingdom,0
SP-01031,30,72.08,7,2,4,5.0,1,14,Professional,Paid,United Kingdom,0
SP-01032,11,51.73,8,5,1,4.4,0,27,Basic,Paid,United Kingdom,1
SP-01033,44,33.45,7,7,1,4.0,2,5,Basic,Referral,Germany,0
SP-01034,19,71.39,6,1,0,5.0,0,4,Basic,Referral,United Kingdom,0
SP-01035,4,115.5,11,6,1,4.2,2,11,Basic,Organic,Germany,0
SP-01036,45,141.74,14,3,0,4.4,1,6,Basic,Paid,Germany,0
SP-01037,55,126.78,8,3,2,3.9,0,12,Basic,Referral,Germany,0
SP-01038,1,129.92,9,4,2,4.0,1,9,Professional,Organic,Germany,0
SP-01039,27,54.17,7,3,0,3.7,1,4,Basic,Paid,Germany,0
SP-01040,50,94.89,4,2,0,4.5,0,7,Professional,Partner,Germany,0
SP-01041,43,106.11,4,2,1,2.9,1,22,Basic,Referral,Germany,0
SP-01042,52,108.95,6,3,1,4.1,3,9,Enterprise,Organic,United Kingdom,0
SP-01043,25,82.47,6,6,0,3.1,1,11,Professional,Paid,United Kingdom,0
SP-01044,23,90.1,10,2,0,4.2,1,6,Enterprise,Referral,United Kingdom,0
SP-01045,43,186.05,9,2,2,5.0,2,14,Basic,Referral,United Kingdom,0
SP-01046,10,125.18,9,4,1,4.4,1,18,Basic,Partner,Germany,0
SP-01047,15,104.51,11,2,0,4.7,1,12,Basic,Referral,Germany,0
SP-01048,37,112.61,8,5,3,4.5,0,9,Professional,Organic,United Kingdom,0
SP-01049,41,70.04,7,3,0,1.9,1,20,Professional,Partner,Germany,0
SP-01050,8,110.13,14,6,1,3.7,3,11,Professional,Paid,United Kingdom,0
SP-01051,31,89.61,7,2,1,4.2,1,24,Professional,Organic,United Kingdom,0
SP-01052,22,119.84,10,7,0,2.1,1,17,Basic,Organic,United Kingdom,0
SP-01053,31,63.48,8,3,0,3.6,1,9,Basic,Paid,Germany,0
SP-01054,58,115.74,7,7,2,3.7,1,3,Basic,Referral,Germany,0
SP-01055,5,74.09,6,0,1,2.8,1,17,Basic,Paid,United Kingdom,1
SP-01056,60,115.97,9,2,0,3.0,1,24,Professional,Organic,Germany,0
SP-01057,27,95.14,4,3,3,4.9,0,5,Professional,Organic,Germany,0
SP-01058,47,86.89,10,6,2,1.0,0,11,Professional,Organic,Germany,0
SP-01059,26,75.76,3,3,2,4.0,1,17,Basic,Partner,United Kingdom,0
SP-01060,19,83.38,9,6,0,4.7,1,9,Professional,Organic,Portugal,0
SP-01061,47,71.46,5,3,2,3.8,0,12,Basic,Paid,United Kingdom,0
SP-01062,42,75.11,10,5,0,4.9,0,30,Professional,Partner,Germany,0
SP-01063,9,103.34,8,1,2,3.5,0,14,Basic,Organic,United Kingdom,0
SP-01064,43,41.42,8,7,2,3.1,1,6,Basic,Partner,Germany,0
SP-01065,46,115.3,6,6,0,3.8,0,11,Enterprise,Paid,Germany,0
SP-01066,24,116.12,6,2,0,3.5,0,12,Basic,Organic,Portugal,0
SP-01067,56,76.7,8,5,4,3.3,1,5,Professional,Partner,Portugal,0
SP-01068,39,91.08,9,2,0,3.7,0,37,Professional,Paid,United Kingdom,0
SP-01069,21,56.93,3,6,0,3.2,0,1,Professional,Organic,Germany,0
SP-01070,1,100.56,16,4,3,3.1,0,3,Professional,Paid,Germany,0
SP-01071,41,59.8,7,2,2,2.9,2,5,Professional,Referral,Germany,0
SP-01072,13,26.06,16,2,2,4.1,0,3,Professional,Partner,United Kingdom,0
SP-01073,46,139.39,8,5,2,3.0,0,2,Basic,Referral,Germany,0
SP-01074,32,54.39,3,4,2,2.8,0,30,Basic,Paid,Germany,0
SP-01075,29,82.64,5,4,3,2.9,0,18,Professional,Paid,Portugal,0
SP-01076,10,92.51,8,2,0,4.0,0,21,Basic,Paid,Portugal,0
SP-01077,43,103.25,5,2,1,4.3,0,9,Basic,Organic,Germany,0
SP-01078,10,85.67,9,3,0,4.4,0,25,Basic,Paid,United Kingdom,0
SP-01079,26,95.89,10,9,1,4.0,0,17,Professional,Partner,Portugal,0
SP-01080,51,75.95,8,5,0,4.2,0,8,Enterprise,Partner,Portugal,0
SP-01081,56,44.31,8,3,1,3.8,0,16,Basic,Paid,United Kingdom,0
SP-01082,60,84.31,9,2,1,4.2,1,4,Basic,Organic,Germany,0
SP-01083,58,109.16,6,1,0,4.2,0,14,Basic,Partner,United Kingdom,0
SP-01084,34,55.73,10,3,1,3.2,1,10,Enterprise,Organic,United Kingdom,0
SP-01085,13,92.9,4,5,0,2.9,0,30,Basic,Paid,Germany,1
SP-01086,51,174.5,7,3,2,4.9,1,22,Basic,Referral,Portugal,0
SP-01087,49,82.03,10,2,2,3.9,1,4,Basic,Partner,United Kingdom,0
SP-01088,60,83.77,6,2,2,4.6,1,6,Basic,Referral,Portugal,0
SP-01089,40,42.9,9,2,1,2.9,0,39,Professional,Referral,Germany,0
SP-01090,9,53.09,7,2,3,3.5,0,9,Basic,Paid,United Kingdom,0
SP-01091,31,60.06,3,1,2,2.7,0,3,Professional,Organic,United Kingdom,0
SP-01092,27,107.38,14,3,2,4.3,0,18,Basic,Referral,Germany,1
SP-01093,51,57.26,8,2,3,3.3,1,27,Professional,Paid,Portugal,1
SP-01094,24,37.37,6,3,1,3.4,0,10,Basic,Organic,United Kingdom,0
SP-01095,20,99.7,7,3,2,5.0,1,15,Basic,Organic,United Kingdom,0
SP-01096,5,62.29,4,6,1,4.3,1,11,Professional,Paid,Portugal,1
SP-01097,51,43.56,9,0,1,4.3,1,18,Enterprise,Partner,United Kingdom,0
SP-01098,46,112.86,8,0,1,2.8,1,6,Basic,Organic,Germany,0
SP-01099,3,72.41,11,5,1,2.3,1,13,Professional,Referral,Germany,0
SP-01100,27,103.57,7,3,1,4.6,1,22,Professional,Organic,United Kingdom,0
SP-01101,29,42.97,11,1,1,2.0,1,8,Professional,Partner,Germany,1
SP-01102,29,32.23,13,1,1,3.4,0,21,Professional,Referral,United Kingdom,0
SP-01103,56,89.28,6,5,1,3.2,0,18,Professional,Referral,Germany,0
SP-01104,10,52.34,9,6,2,3.1,0,4,Professional,Partner,Portugal,0
SP-01105,19,88.76,5,2,1,3.4,0,6,Professional,Paid,Portugal,0
SP-01106,11,89.55,7,4,0,3.0,1,19,Professional,Paid,United Kingdom,0
SP-01107,15,84.88,10,3,1,2.8,0,6,Basic,Paid,United Kingdom,0
SP-01108,55,129.48,5,3,1,4.0,0,1,Professional,Referral,Germany,0
SP-01109,57,239.3,8,2,3,4.7,0,13,Basic,Organic,United Kingdom,0
SP-01110,3,98.97,7,5,0,2.4,2,12,Professional,Paid,United Kingdom,0
SP-01111,38,174.43,10,5,2,4.0,0,19,Professional,Referral,United Kingdom,0
SP-01112,14,41.84,11,2,2,4.2,1,26,Professional,Referral,United Kingdom,0
SP-01113,12,73.22,14,4,3,4.2,0,12,Basic,Partner,Germany,0
SP-01114,18,48.43,3,3,2,3.6,1,14,Professional,Paid,United Kingdom,1
SP-01115,12,64.0,11,5,1,3.3,2,3,Basic,Paid,Germany,0
SP-01116,30,75.02,6,4,0,4.4,2,9,Professional,Paid,Germany,0
SP-01117,60,180.98,10,4,5,4.1,1,45,Basic,Referral,Germany,1
SP-01118,36,86.89,6,3,1,2.3,0,17,Enterprise,Referral,United Kingdom,0
SP-01119,44,131.55,12,6,0,3.6,2,26,Enterprise,Referral,Germany,0
SP-01120,30,70.73,11,3,0,3.8,1,9,Enterprise,Organic,United Kingdom,0
SP-01121,1,67.23,9,3,1,2.9,1,8,Basic,Paid,Portugal,0
SP-01122,6,42.29,7,6,1,3.6,2,7,Basic,Referral,Germany,0
SP-01123,17,178.38,7,3,0,4.2,0,21,Professional,Organic,Germany,0
SP-01124,15,150.22,8,3,1,3.1,1,10,Basic,Partner,Portugal,0
SP-01125,51,93.3,2,2,3,4.0,1,3,Enterprise,Referral,Portugal,0
SP-01126,51,76.85,9,3,2,3.0,3,11,Professional,Organic,United Kingdom,0
SP-01127,52,88.27,10,5,1,2.8,1,8,Enterprise,Paid,United Kingdom,0
SP-01128,39,47.66,8,1,1,4.3,0,22,Enterprise,Referral,Germany,0
SP-01129,34,103.48,9,4,2,4.7,2,37,Enterprise,Partner,Portugal,0
SP-01130,39,144.82,7,1,1,2.9,0,3,Basic,Organic,Portugal,0
SP-01131,25,147.99,4,1,0,4.6,1,17,Enterprise,Paid,Germany,0
SP-01132,41,42.98,10,4,0,3.8,0,24,Basic,Organic,Germany,0
SP-01133,48,131.02,8,0,1,2.0,2,19,Professional,Organic,Germany,0
SP-01134,46,47.79,5,5,0,2.7,0,8,Professional,Organic,Germany,0
SP-01135,37,33.05,12,2,1,4.3,0,9,Basic,Organic,Germany,0
SP-01136,4,133.15,5,4,0,2.5,0,12,Basic,Partner,United Kingdom,0
SP-01137,44,68.39,2,4,2,3.3,1,7,Professional,Organic,United Kingdom,0
SP-01138,22,125.12,3,3,3,3.7,0,13,Professional,Referral,Portugal,0
SP-01139,45,120.36,10,1,1,4.2,0,28,Professional,Referral,Portugal,0
SP-01140,33,113.9,11,6,4,3.9,1,17,Basic,Organic,Germany,1
SP-01141,53,87.82,7,4,2,5.0,0,2,Basic,Referral,United Kingdom,0
SP-01142,21,49.9,13,2,0,3.1,2,11,Professional,Paid,United Kingdom,0
SP-01143,56,75.09,10,2,0,3.9,1,35,Basic,Paid,United Kingdom,0
SP-01144,51,149.07,9,1,0,4.2,1,6,Professional,Referral,United Kingdom,0
SP-01145,20,126.5,5,6,0,4.4,0,19,Professional,Organic,Portugal,0
SP-01146,29,76.73,8,2,0,4.6,0,4,Enterprise,Referral,Germany,0
SP-01147,32,76.33,7,2,2,3.5,0,17,Enterprise,Organic,United Kingdom,0
SP-01148,47,109.62,10,2,1,4.3,0,9,Professional,Organic,Germany,0
SP-01149,42,90.48,13,4,3,3.1,0,30,Professional,Organic,United Kingdom,0
SP-01150,52,78.38,9,2,1,3.7,0,30,Professional,Organic,Portugal,0
SP-01151,23,105.76,9,2,1,4.2,0,3,Basic,Partner,United Kingdom,0
SP-01152,31,104.29,10,3,3,4.6,0,11,Professional,Referral,Portugal,0
SP-01153,26,64.72,3,0,2,4.3,0,8,Basic,Organic,Portugal,0
SP-01154,55,98.01,6,0,3,3.9,1,19,Basic,Referral,United Kingdom,1
SP-01155,19,101.63,11,3,1,3.7,1,10,Basic,Referral,Germany,0
SP-01156,36,85.05,10,3,0,4.2,0,28,Basic,Referral,Germany,0
SP-01157,8,61.9,10,3,3,5.0,0,10,Professional,Referral,Portugal,0
SP-01158,52,74.12,7,5,0,4.5,1,13,Basic,Organic,United Kingdom,0
SP-01159,24,56.84,12,2,1,4.1,2,10,Basic,Paid,United Kingdom,0
SP-01160,21,99.12,6,2,0,2.7,0,19,Basic,Referral,Germany,0
SP-01161,35,43.08,9,5,0,3.1,1,31,Professional,Partner,Germany,0
SP-01162,30,155.77,8,4,1,3.5,1,22,Basic,Referral,United Kingdom,0
SP-01163,51,141.87,6,8,0,4.5,0,9,Professional,Referral,Germany,0
SP-01164,32,102.65,6,5,3,3.1,1,4,Professional,Referral,Germany,1
SP-01165,32,123.34,7,3,0,4.3,1,7,Professional,Referral,Portugal,0
SP-01166,7,119.84,7,2,2,3.9,0,26,Basic,Referral,Germany,1
SP-01167,2,91.06,10,5,4,4.1,0,13,Professional,Referral,United Kingdom,0
SP-01168,24,79.29,5,5,1,3.6,1,14,Basic,Partner,Germany,0
SP-01169,60,75.59,9,6,0,3.3,0,21,Professional,Referral,United Kingdom,0
SP-01170,56,158.29,10,3,1,3.0,0,12,Enterprise,Organic,United Kingdom,0
SP-01171,38,60.99,15,1,2,4.3,1,23,Professional,Referral,Germany,0
SP-01172,38,61.48,10,3,1,3.7,2,10,Enterprise,Organic,United Kingdom,0
SP-01173,24,127.98,6,3,1,2.9,1,9,Basic,Referral,United Kingdom,0
SP-01174,11,122.83,8,2,2,4.0,1,5,Professional,Partner,Portugal,0
SP-01175,1,77.38,7,3,2,5.0,1,2,Basic,Organic,Germany,0
SP-01176,21,107.26,7,5,1,3.6,0,13,Basic,Organic,Portugal,0
SP-01177,19,113.22,8,5,1,5.0,0,20,Professional,Organic,Germany,0
SP-01178,12,48.94,7,6,2,1.7,0,20,Professional,Paid,Germany,1
SP-01179,16,145.83,6,4,0,3.6,0,27,Professional,Paid,Germany,0
SP-01180,2,113.2,5,5,1,4.6,1,11,Professional,Paid,Portugal,0
SP-01181,37,103.45,8,3,2,3.8,0,27,Enterprise,Paid,Germany,0
SP-01182,56,113.58,5,2,3,3.3,0,12,Professional,Paid,United Kingdom,0
SP-01183,42,98.27,6,1,1,3.8,1,5,Professional,Partner,Portugal,0
SP-01184,27,83.02,10,2,1,4.6,1,16,Basic,Organic,Portugal,0
SP-01185,26,36.72,6,7,0,5.0,1,5,Basic,Referral,Germany,0
SP-01186,19,91.4,4,4,1,4.7,0,11,Basic,Paid,Germany,0
SP-01187,9,47.18,8,6,1,3.4,1,24,Basic,Organic,Germany,1
SP-01188,36,185.59,10,4,3,3.6,0,1,Enterprise,Paid,Germany,0
SP-01189,34,82.44,13,7,2,3.6,1,13,Professional,Paid,United Kingdom,0
SP-01190,1,184.16,9,0,1,3.1,1,7,Professional,Organic,Germany,0
SP-01191,25,92.04,11,1,0,3.7,0,24,Basic,Organic,United Kingdom,0
SP-01192,17,66.98,8,4,1,3.6,0,33,Professional,Paid,United Kingdom,1
SP-01193,11,144.01,4,0,0,2.8,0,10,Professional,Organic,Germany,1
SP-01194,43,101.7,8,4,1,4.5,0,18,Basic,Referral,Germany,0
SP-01195,32,215.36,12,2,0,4.1,0,3,Basic,Organic,United Kingdom,0
SP-01196,39,66.28,7,3,0,3.3,1,15,Professional,Paid,Portugal,0
SP-01197,43,146.63,8,2,1,3.9,0,5,Basic,Referral,Portugal,0
SP-01198,59,150.02,6,2,0,3.0,1,6,Professional,Organic,Portugal,0
SP-01199,49,117.21,8,4,0,3.4,2,11,Enterprise,Partner,United Kingdom,0
SP-01200,38,150.57,8,7,1,4.4,0,6,Basic,Organic,Portugal,0
SP-01201,53,83.23,11,6,0,4.2,4,15,Basic,Partner,Portugal,0
SP-01202,29,60.87,10,2,1,3.4,0,12,Professional,Partner,United Kingdom,0
SP-01203,60,69.45,8,3,0,4.0,1,7,Basic,Paid,United Kingdom,0
SP-01204,46,89.41,6,3,2,3.7,0,7,Professional,Paid,Germany,0
SP-01205,40,119.77,10,6,2,3.0,2,17,Basic,Paid,Portugal,1
SP-01206,55,62.61,8,3,1,3.7,0,20,Basic,Referral,United Kingdom,0
SP-01207,31,75.62,6,7,1,4.1,0,13,Professional,Organic,Portugal,0
SP-01208,44,64.67,5,4,3,4.0,0,19,Professional,Organic,Germany,1
SP-01209,18,128.87,3,4,2,2.4,2,5,Basic,Organic,Germany,1
SP-01210,58,183.51,9,1,0,3.9,1,6,Basic,Referral,Germany,0
SP-01211,38,56.7,5,2,2,3.8,1,7,Basic,Organic,Portugal,0
SP-01212,47,109.4,12,3,0,2.3,1,5,Basic,Referral,Portugal,0
SP-01213,28,135.82,8,4,2,3.2,1,1,Basic,Organic,United Kingdom,0
SP-01214,53,80.19,7,5,2,4.2,3,10,Basic,Partner,Germany,0
SP-01215,5,48.18,7,3,1,4.9,0,6,Enterprise,Organic,Germany,0
SP-01216,7,143.43,6,7,3,2.5,0,9,Enterprise,Paid,Portugal,0
SP-01217,31,47.0,4,6,0,4.6,1,6,Professional,Organic,Germany,0
SP-01218,44,161.72,11,4,1,2.3,0,8,Professional,Referral,Germany,0
SP-01219,49,64.11,5,4,2,4.9,0,12,Professional,Organic,Portugal,0
SP-01220,27,44.31,16,5,1,3.6,1,18,Enterprise,Referral,Germany,0
SP-01221,39,71.59,8,3,5,3.2,0,25,Professional,Organic,Germany,1
SP-01222,34,86.44,5,3,3,4.1,2,10,Professional,Referral,Germany,0
SP-01223,58,94.09,12,6,3,3.0,1,6,Basic,Referral,Germany,0
SP-01224,40,113.28,5,3,0,4.2,0,2,Professional,Paid,Portugal,0
SP-01225,26,97.66,8,0,0,3.7,1,41,Enterprise,Organic,Portugal,0
SP-01226,59,176.79,6,2,2,1.0,2,19,Basic,Organic,Germany,1
SP-01227,7,84.75,6,2,1,3.2,0,13,Basic,Partner,Germany,0
SP-01228,60,99.84,9,7,3,4.0,0,4,Basic,Referral,Germany,0
SP-01229,10,96.35,8,4,0,4.7,3,1,Professional,Paid,Germany,0
SP-01230,18,42.28,8,2,2,4.1,1,2,Enterprise,Organic,Portugal,0
SP-01231,50,52.46,11,5,0,4.6,0,8,Basic,Paid,Germany,0
SP-01232,45,89.56,5,4,3,3.1,0,7,Basic,Referral,Germany,1
SP-01233,59,104.96,10,3,3,4.4,0,6,Basic,Paid,Germany,0
SP-01234,45,36.16,8,3,0,4.4,0,7,Professional,Referral,Germany,0
SP-01235,39,180.43,8,3,0,2.5,0,22,Basic,Paid,Germany,0
SP-01236,21,108.54,6,1,2,4.7,0,4,Professional,Organic,United Kingdom,0
SP-01237,1,87.46,10,3,2,4.1,1,5,Basic,Organic,Portugal,0
SP-01238,8,106.43,10,4,3,3.6,0,5,Basic,Organic,Portugal,0
SP-01239,18,69.91,6,5,0,3.6,1,8,Basic,Referral,Germany,0
SP-01240,3,94.51,5,4,2,3.0,0,2,Basic,Referral,Germany,0
SP-01241,31,100.85,9,4,0,4.3,1,16,Enterprise,Paid,United Kingdom,0
SP-01242,47,144.16,8,6,2,4.0,0,6,Basic,Paid,Germany,0
SP-01243,58,81.61,9,3,1,4.3,0,10,Professional,Organic,United Kingdom,0
SP-01244,30,47.5,8,3,1,3.9,0,11,Enterprise,Paid,United Kingdom,0
SP-01245,53,60.22,6,0,0,4.0,0,9,Professional,Partner,Portugal,0
SP-01246,60,78.9,6,5,1,3.6,2,20,Enterprise,Paid,Germany,0
SP-01247,52,49.58,9,6,1,4.7,0,25,Basic,Paid,Germany,0
SP-01248,28,57.57,15,1,2,4.3,0,4,Professional,Partner,Germany,0
SP-01249,20,60.45,10,1,2,3.9,2,6,Professional,Partner,United Kingdom,0
SP-01250,59,76.7,6,5,0,3.7,1,5,Enterprise,Referral,Germany,0
SP-01251,15,107.94,6,4,1,2.4,1,3,Professional,Paid,Germany,0
SP-01252,25,75.21,7,3,1,2.2,1,18,Professional,Referral,Germany,1
SP-01253,5,111.03,12,4,2,3.5,2,15,Basic,Organic,Germany,1
SP-01254,48,87.49,7,4,0,4.8,0,6,Professional,Organic,Portugal,0
SP-01255,39,58.36,11,4,0,3.2,1,6,Enterprise,Referral,Portugal,0
SP-01256,6,101.57,8,2,0,3.3,2,13,Basic,Referral,United Kingdom,1
SP-01257,14,95.02,9,6,1,3.0,1,9,Basic,Referral,Portugal,1
SP-01258,34,112.27,9,1,1,2.8,0,13,Basic,Paid,Germany,0
SP-01259,33,122.09,9,3,1,3.1,0,7,Enterprise,Paid,Portugal,0
SP-01260,49,146.14,11,1,1,4.0,0,12,Basic,Organic,United Kingdom,0
SP-01261,16,109.47,7,2,2,3.4,0,20,Basic,Organic,Germany,0
SP-01262,56,93.71,9,4,2,3.4,1,10,Enterprise,Paid,United Kingdom,0
SP-01263,27,112.49,7,2,1,3.3,3,29,Basic,Referral,United Kingdom,0
SP-01264,50,72.16,8,2,3,4.0,0,13,Professional,Partner,United Kingdom,0
SP-01265,15,69.97,4,4,0,4.1,0,1,Professional,Paid,Portugal,0
SP-01266,3,154.83,10,4,0,2.3,1,9,Professional,Organic,Germany,0
SP-01267,4,69.13,12,5,2,3.2,0,17,Basic,Organic,Portugal,0
SP-01268,23,61.08,10,1,1,3.7,2,14,Basic,Paid,Portugal,0
SP-01269,58,109.44,7,4,0,4.2,3,17,Basic,Organic,Germany,0
SP-01270,3,72.41,10,6,2,3.9,0,12,Basic,Organic,United Kingdom,0
SP-01271,23,121.56,7,3,0,4.5,2,28,Professional,Organic,Germany,0
SP-01272,7,141.46,6,2,0,2.7,1,18,Basic,Paid,United Kingdom,1
SP-01273,56,64.55,11,3,1,4.1,2,11,Enterprise,Paid,Germany,0
SP-01274,41,115.01,5,5,0,5.0,0,13,Professional,Organic,Germany,0
SP-01275,46,68.46,3,3,0,3.8,0,38,Basic,Paid,Germany,1
SP-01276,43,79.6,9,3,1,3.9,0,27,Professional,Paid,Germany,0
SP-01277,40,99.62,10,3,2,4.2,0,9,Basic,Paid,Portugal,0
SP-01278,47,70.03,13,3,1,3.4,1,14,Basic,Organic,Portugal,0
SP-01279,1,95.89,12,3,0,3.0,1,28,Basic,Organic,Germany,0
SP-01280,52,82.32,8,4,2,3.8,0,5,Basic,Paid,Germany,0
SP-01281,45,122.73,5,1,0,2.5,0,8,Professional,Referral,Portugal,1
SP-01282,45,122.86,12,5,0,4.1,0,21,Basic,Partner,Germany,0
SP-01283,24,70.18,11,3,1,4.3,0,6,Basic,Paid,Portugal,0
SP-01284,49,100.56,13,2,1,2.5,1,9,Professional,Organic,United Kingdom,0
SP-01285,23,130.77,4,7,2,3.9,1,13,Basic,Referral,United Kingdom,0
SP-01286,3,57.19,7,5,1,3.6,0,19,Basic,Organic,Germany,1
SP-01287,55,82.11,9,4,3,5.0,1,4,Basic,Paid,Germany,0
SP-01288,15,98.74,7,2,2,4.8,0,20,Professional,Organic,Portugal,1
SP-01289,7,56.22,12,2,2,4.5,0,12,Professional,Partner,Germany,0
SP-01290,38,73.58,4,6,0,4.8,1,13,Basic,Paid,Portugal,0
SP-01291,15,168.6,9,6,1,3.5,0,3,Basic,Referral,United Kingdom,0
SP-01292,52,69.05,7,6,2,4.0,2,11,Professional,Referral,Portugal,0
SP-01293,27,72.16,7,3,1,3.6,0,4,Basic,Partner,United Kingdom,0
SP-01294,1,44.32,12,1,2,3.0,1,30,Basic,Partner,Germany,0
SP-01295,58,108.94,13,3,2,3.9,0,9,Professional,Partner,Portugal,0
SP-01296,31,53.53,7,6,1,3.7,2,26,Professional,Paid,Portugal,0
SP-01297,16,82.85,9,8,1,3.6,0,13,Basic,Referral,Portugal,0
SP-01298,41,61.32,9,0,1,3.8,0,26,Professional,Organic,Germany,0
SP-01299,32,95.81,8,8,0,3.8,1,2,Basic,Organic,Portugal,0
SP-01300,2,26.9,5,5,1,4.5,0,6,Basic,Partner,United Kingdom,0
SP-01301,46,90.38,8,3,0,3.3,0,25,Professional,Partner,United Kingdom,0
SP-01302,25,99.88,11,2,1,2.8,0,34,Basic,Organic,Portugal,1
SP-01303,42,74.36,12,7,1,4.3,0,10,Professional,Organic,Germany,0
SP-01304,54,76.27,10,0,1,4.5,1,7,Basic,Paid,United Kingdom,0
SP-01305,37,70.65,10,4,0,4.1,0,3,Enterprise,Referral,Germany,0
SP-01306,41,82.4,8,2,0,2.9,0,2,Professional,Referral,United Kingdom,0
SP-01307,16,155.72,6,3,0,3.7,0,2,Basic,Partner,Germany,0
SP-01308,15,124.35,4,3,2,4.0,1,11,Professional,Referral,Germany,0
SP-01309,25,82.37,4,2,1,2.9,1,11,Professional,Referral,United Kingdom,0
SP-01310,52,73.59,10,2,1,3.2,1,4,Enterprise,Paid,Germany,0
SP-01311,32,119.43,3,4,0,3.7,0,6,Professional,Referral,Germany,0
SP-01312,21,93.26,10,2,1,4.7,1,9,Professional,Referral,Germany,0
SP-01313,47,55.66,7,7,3,4.0,0,2,Enterprise,Paid,Germany,0
SP-01314,52,78.49,8,2,1,3.3,0,13,Basic,Partner,United Kingdom,0
SP-01315,55,148.54,11,4,1,3.6,1,14,Basic,Partner,Germany,0
SP-01316,18,107.13,6,2,1,3.3,1,17,Enterprise,Paid,Germany,0
SP-01317,43,73.92,7,2,1,3.5,0,16,Enterprise,Organic,Germany,1
SP-01318,36,46.23,9,2,2,4.4,1,10,Basic,Partner,Germany,0
SP-01319,27,95.61,8,6,0,2.3,1,30,Basic,Paid,Germany,0
SP-01320,24,87.69,9,3,3,4.9,1,7,Basic,Referral,Germany,0
SP-01321,7,81.33,3,6,0,5.0,2,16,Professional,Paid,Germany,0
SP-01322,17,119.99,7,6,0,3.9,1,4,Professional,Referral,United Kingdom,0
SP-01323,33,107.69,7,3,1,3.1,1,4,Professional,Paid,United Kingdom,0
SP-01324,54,46.84,10,4,4,4.7,0,15,Enterprise,Organic,Germany,0
SP-01325,52,87.89,9,2,2,4.0,0,5,Basic,Referral,Germany,0
SP-01326,12,51.33,2,1,1,3.4,0,15,Enterprise,Paid,Portugal,0
SP-01327,41,71.13,5,4,2,3.0,0,15,Professional,Organic,Portugal,0
SP-01328,6,49.85,6,3,0,3.5,0,32,Basic,Referral,United Kingdom,0
SP-01329,41,50.55,7,2,0,4.0,1,4,Enterprise,Referral,Germany,0
SP-01330,21,100.44,7,2,1,4.5,0,3,Enterprise,Referral,Portugal,0
SP-01331,27,96.36,8,2,0,4.0,1,12,Enterprise,Organic,Germany,0
SP-01332,44,85.22,8,2,0,4.2,1,24,Professional,Organic,Germany,0
SP-01333,26,68.65,9,6,1,3.5,2,11,Basic,Paid,United Kingdom,1
SP-01334,49,48.44,5,5,1,4.5,0,55,Basic,Referral,Germany,0
SP-01335,33,71.26,8,3,4,3.6,0,14,Basic,Partner,Portugal,0
SP-01336,60,96.53,10,5,2,5.0,0,14,Basic,Organic,United Kingdom,0
SP-01337,39,95.63,6,4,1,3.3,0,9,Enterprise,Organic,Portugal,0
SP-01338,18,147.2,10,3,0,4.1,1,16,Professional,Referral,Germany,0
