customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned,churn_probability,risk_band,recommended_action
SP-02376,60,93.65,6,2,4,5.0,0,14,Enterprise,Referral,United Kingdom,0,0.2488907045840904,Low,Escalate unresolved service issues
SP-01546,36,87.28,7,3,1,3.7,0,7,Basic,Paid,Germany,0,0.24852271849181182,Low,Maintain regular engagement
SP-00959,59,63.49,16,6,2,3.2,0,17,Basic,Paid,United Kingdom,0,0.24784574460975548,Low,Maintain regular engagement
SP-00006,52,57.33,2,0,0,4.7,0,17,Professional,Paid,Portugal,0,0.24780789303200082,Low,Maintain regular engagement
SP-00741,50,124.14,14,3,2,4.1,2,16,Enterprise,Organic,United Kingdom,0,0.24744559120323045,Low,Offer billing support or flexible payment plan
SP-01508,29,159.3,10,2,4,3.8,0,3,Enterprise,Organic,Germany,0,0.24735326090118068,Low,Escalate unresolved service issues
SP-01563,15,106.72,11,1,0,4.0,1,7,Basic,Paid,Germany,0,0.24722218445926683,Low,Maintain regular engagement
SP-00197,21,71.88,9,2,1,3.6,0,1,Basic,Paid,United Kingdom,0,0.24685450378680468,Low,Maintain regular engagement
SP-00597,35,57.33,8,3,1,4.3,1,8,Professional,Organic,Portugal,0,0.2467118386896461,Low,Maintain regular engagement
SP-01324,54,46.84,10,4,4,4.7,0,15,Enterprise,Organic,Germany,0,0.2466168781533074,Low,Escalate unresolved service issues
SP-01072,13,26.06,16,2,2,4.1,0,3,Professional,Partner,United Kingdom,0,0.246449171661975,Low,Maintain regular engagement
SP-01750,44,94.42,3,3,0,2.9,0,10,Enterprise,Paid,Portugal,0,0.24581724670701813,Low,Maintain regular engagement
SP-01207,31,75.62,6,7,1,4.1,0,13,Professional,Organic,Portugal,0,0.24569558038176195,Low,Maintain regular engagement
SP-00096,18,73.75,9,7,0,4.1,0,14,Basic,Organic,United Kingdom,0,0.2454970167074411,Low,Maintain regular engagement
SP-00905,28,60.96,7,4,0,4.2,0,12,Professional,Referral,Germany,0,0.24539404925706096,Low,Maintain regular engagement
SP-01025,50,52.66,7,5,4,4.9,0,7,Professional,Partner,United Kingdom,0,0.24506465232840774,Low,Escalate unresolved service issues
SP-01760,35,131.72,16,3,4,3.3,0,3,Professional,Paid,Germany,0,0.24495437919510235,Low,Escalate unresolved service issues
SP-01893,53,89.98,11,4,0,2.7,1,15,Enterprise,Organic,Portugal,0,0.24474708368355688,Low,Maintain regular engagement
SP-01247,52,49.58,9,6,1,4.7,0,25,Basic,Paid,Germany,0,0.24442163009539658,Low,Send re-engagement journey
SP-01938,34,33.31,11,5,0,3.4,0,12,Basic,Paid,Germany,0,0.24401626540862825,Low,Maintain regular engagement
SP-01954,28,56.17,10,3,2,4.2,0,4,Professional,Referral,United Kingdom,0,0.24397057460159002,Low,Maintain regular engagement
SP-00457,9,100.64,12,4,0,3.4,0,7,Professional,Partner,Germany,0,0.24389923161389063,Low,Maintain regular engagement
SP-01048,37,112.61,8,5,3,4.5,0,9,Professional,Organic,United Kingdom,0,0.24356417914474965,Low,Escalate unresolved service issues
SP-01047,15,104.51,11,2,0,4.7,1,12,Basic,Referral,Germany,0,0.24337676765040842,Low,Maintain regular engagement
SP-01753,38,130.21,9,1,0,3.2,0,7,Basic,Organic,United Kingdom,1,0.24283103955275911,Low,Maintain regular engagement
SP-02304,53,55.03,11,5,2,4.0,0,16,Professional,Organic,Portugal,0,0.24225775300886898,Low,Maintain regular engagement
SP-01513,45,134.39,8,5,1,4.5,2,12,Basic,Organic,United Kingdom,0,0.24207323119187746,Low,Offer billing support or flexible payment plan
SP-01331,27,96.36,8,2,0,4.0,1,12,Enterprise,Organic,Germany,0,0.24178770260792679,Low,Maintain regular engagement
SP-00027,25,82.86,11,4,2,5.0,2,8,Professional,Partner,Portugal,0,0.24159668788556748,Low,Offer billing support or flexible payment plan
SP-02410,2,115.27,9,4,2,4.8,0,7,Basic,Organic,Portugal,0,0.24149937944214792,Low,Maintain regular engagement
SP-00136,19,106.5,9,3,1,4.8,1,10,Professional,Organic,Germany,0,0.24089036153585425,Low,Maintain regular engagement
SP-01542,15,62.26,8,2,0,4.4,0,8,Basic,Organic,Germany,0,0.24063157477390734,Low,Maintain regular engagement
SP-00694,57,147.46,8,5,0,3.3,0,19,Basic,Organic,Germany,0,0.2404667437591435,Low,Maintain regular engagement
SP-01944,2,119.13,14,2,0,3.6,1,3,Professional,Partner,Germany,0,0.2401424364220936,Low,Maintain regular engagement
SP-01315,55,148.54,11,4,1,3.6,1,14,Basic,Partner,Germany,0,0.23995382828648262,Low,Maintain regular engagement
SP-01674,46,74.39,4,2,0,4.0,0,11,Basic,Organic,Portugal,0,0.23988145210238948,Low,Maintain regular engagement
SP-01199,49,117.21,8,4,0,3.4,2,11,Enterprise,Partner,United Kingdom,0,0.23967093708304268,Low,Offer billing support or flexible payment plan
SP-00651,30,84.99,7,5,0,3.9,0,11,Basic,Organic,United Kingdom,0,0.23926730225711088,Low,Maintain regular engagement
SP-00985,36,106.57,8,3,1,3.8,1,11,Enterprise,Paid,United Kingdom,0,0.2385112352437668,Low,Maintain regular engagement
SP-00714,46,81.53,7,6,2,4.1,2,3,Basic,Paid,Germany,0,0.23846147357943764,Low,Offer billing support or flexible payment plan
SP-00599,38,131.74,11,1,1,4.2,1,13,Professional,Paid,Germany,0,0.23828491145989725,Low,Maintain regular engagement
SP-02481,40,64.27,5,2,0,4.2,0,10,Basic,Organic,Germany,0,0.2380522283787785,Low,Maintain regular engagement
SP-00580,7,104.03,11,4,1,4.4,0,8,Basic,Referral,United Kingdom,0,0.23802844605626844,Low,Maintain regular engagement
SP-01672,35,55.68,18,4,3,5.0,2,13,Professional,Paid,United Kingdom,0,0.23799805761154436,Low,Offer billing support or flexible payment plan
SP-01703,41,175.25,8,5,0,3.9,2,15,Professional,Organic,Portugal,0,0.23797552351256895,Low,Offer billing support or flexible payment plan
SP-00406,31,44.42,8,7,1,3.8,1,2,Basic,Partner,United Kingdom,0,0.2376556053708374,Low,Maintain regular engagement
SP-00923,27,74.01,9,2,0,3.7,0,10,Basic,Paid,Portugal,0,0.23758202180556157,Low,Maintain regular engagement
SP-00350,10,23.99,10,7,2,3.9,0,7,Enterprise,Paid,Germany,0,0.23719687226155117,Low,Maintain regular engagement
SP-00036,4,34.88,14,5,2,4.3,0,3,Basic,Partner,Germany,0,0.23710803359312776,Low,Maintain regular engagement
SP-01643,27,53.65,9,5,0,5.0,2,12,Basic,Referral,Germany,0,0.23705174683072153,Low,Offer billing support or flexible payment plan
SP-01244,30,47.5,8,3,1,3.9,0,11,Enterprise,Paid,United Kingdom,0,0.2369707338443383,Low,Maintain regular engagement
SP-00180,31,48.8,6,4,0,3.7,0,5,Professional,Referral,United Kingdom,0,0.2368992992999006,Low,Maintain regular engagement
SP-01404,20,90.83,12,2,1,4.6,2,4,Basic,Organic,Germany,0,0.23643485452926147,Low,Offer billing support or flexible payment plan
SP-00524,50,102.91,7,4,0,3.1,0,10,Professional,Organic,United Kingdom,0,0.23613033706322786,Low,Maintain regular engagement
SP-01483,18,108.37,7,6,2,4.9,1,12,Enterprise,Referral,Germany,0,0.23612779552434698,Low,Maintain regular engagement
SP-02165,58,87.29,8,3,1,3.6,0,13,Professional,Referral,Portugal,0,0.23591579405900887,Low,Maintain regular engagement
SP-01073,46,139.39,8,5,2,3.0,0,2,Basic,Referral,Germany,0,0.23548635863651415,Low,Maintain regular engagement
SP-01262,56,93.71,9,4,2,3.4,1,10,Enterprise,Paid,United Kingdom,0,0.234740108057427,Low,Maintain regular engagement
SP-00851,59,178.61,13,5,2,2.6,2,4,Professional,Referral,Portugal,0,0.23459940702914273,Low,Offer billing support or flexible payment plan
SP-02347,20,140.51,13,3,1,3.5,0,12,Professional,Paid,Portugal,0,0.23412523668104016,Low,Maintain regular engagement
SP-01007,52,82.4,5,2,3,4.7,0,7,Basic,Paid,Germany,0,0.23407501270943837,Low,Escalate unresolved service issues
SP-01437,26,131.63,14,2,1,3.3,1,9,Enterprise,Organic,Germany,1,0.23394833000442705,Low,Maintain regular engagement
SP-01306,41,82.4,8,2,0,2.9,0,2,Professional,Referral,United Kingdom,0,0.23384506411240008,Low,Maintain regular engagement
SP-00336,49,94.47,15,4,1,2.7,0,9,Basic,Referral,Germany,0,0.23352006767651867,Low,Maintain regular engagement
SP-01358,9,110.93,10,1,1,5.0,0,11,Professional,Referral,Germany,0,0.23346974791736294,Low,Maintain regular engagement
SP-01691,47,69.04,9,1,2,4.1,0,4,Basic,Referral,United Kingdom,0,0.2334396668450954,Low,Maintain regular engagement
SP-02452,54,73.4,10,3,0,4.6,1,22,Professional,Organic,Germany,0,0.23331752089521426,Low,Send re-engagement journey
SP-01741,26,94.81,5,4,0,3.8,1,8,Enterprise,Organic,Germany,1,0.23308353801964363,Low,Maintain regular engagement
SP-00608,31,54.42,9,4,1,4.9,0,15,Basic,Organic,United Kingdom,0,0.2330547899112328,Low,Maintain regular engagement
SP-00405,30,82.16,6,6,2,4.2,1,3,Professional,Paid,Germany,0,0.2330470319358143,Low,Maintain regular engagement
SP-01565,34,153.93,8,4,0,3.6,1,9,Basic,Organic,Germany,0,0.2328699760230339,Low,Maintain regular engagement
SP-02011,30,114.23,8,1,1,4.3,1,3,Basic,Referral,Germany,0,0.2328085774412684,Low,Maintain regular engagement
SP-01817,15,115.03,14,5,1,3.7,0,11,Basic,Referral,Portugal,0,0.23278050549038437,Low,Maintain regular engagement
SP-01829,37,61.62,15,3,0,5.0,2,23,Professional,Organic,Portugal,0,0.23276355784785177,Low,Offer billing support or flexible payment plan
SP-00351,32,22.86,11,4,1,3.9,0,15,Enterprise,Organic,Portugal,0,0.2327579990258529,Low,Maintain regular engagement
SP-00698,36,47.32,8,8,0,4.4,1,17,Professional,Organic,Germany,0,0.23224875938982595,Low,Maintain regular engagement
SP-01077,43,103.25,5,2,1,4.3,0,9,Basic,Organic,Germany,0,0.2318012076265954,Low,Maintain regular engagement
SP-00368,19,182.16,6,4,0,4.0,1,9,Basic,Organic,Portugal,0,0.23174065285494352,Low,Maintain regular engagement
SP-00064,59,110.58,8,4,0,4.0,0,25,Professional,Paid,Germany,0,0.23156439646814966,Low,Send re-engagement journey
SP-02460,4,141.76,8,6,1,3.9,0,3,Basic,Referral,United Kingdom,0,0.23142986384101522,Low,Maintain regular engagement
SP-02113,55,67.33,3,4,2,4.1,1,3,Basic,Paid,Portugal,0,0.23097626683136874,Low,Maintain regular engagement
SP-01311,32,119.43,3,4,0,3.7,0,6,Professional,Referral,Germany,0,0.2307924156548379,Low,Maintain regular engagement
SP-02108,9,47.48,9,1,0,5.0,0,12,Basic,Paid,Germany,0,0.23045041194338964,Low,Maintain regular engagement
SP-00648,33,65.41,5,4,0,5.0,0,17,Basic,Partner,Germany,1,0.23033125295549378,Low,Maintain regular engagement
SP-00711,41,136.68,4,6,1,4.4,1,10,Basic,Organic,United Kingdom,0,0.23017949329526824,Low,Maintain regular engagement
SP-00636,42,145.64,8,3,3,5.0,1,10,Basic,Paid,United Kingdom,0,0.22994885203001794,Low,Escalate unresolved service issues
SP-00680,57,91.28,2,5,3,4.7,1,7,Professional,Paid,Portugal,0,0.22914198995695675,Low,Escalate unresolved service issues
SP-01535,49,99.52,10,4,0,4.3,2,15,Professional,Referral,Germany,0,0.22905866755561316,Low,Offer billing support or flexible payment plan
SP-02456,29,73.73,5,2,0,4.4,1,5,Professional,Organic,Germany,0,0.22882469004471392,Low,Maintain regular engagement
SP-01923,50,60.72,9,1,2,4.7,0,12,Professional,Organic,Germany,0,0.22812686186950584,Low,Maintain regular engagement
SP-00112,47,41.28,10,6,1,3.6,1,8,Basic,Paid,Germany,0,0.22739183600933124,Low,Maintain regular engagement
SP-00320,47,111.2,11,1,0,4.0,0,19,Professional,Organic,Germany,0,0.22704023921543118,Low,Maintain regular engagement
SP-00573,17,72.86,7,3,2,5.0,0,13,Enterprise,Paid,Germany,0,0.22701130431967545,Low,Maintain regular engagement
SP-02277,13,115.37,9,6,0,4.7,2,9,Basic,Referral,Germany,0,0.22680837404303836,Low,Offer billing support or flexible payment plan
SP-01525,37,103.11,7,5,0,3.3,2,7,Enterprise,Paid,United Kingdom,0,0.22679837455177795,Low,Offer billing support or flexible payment plan
SP-00537,28,101.64,7,3,1,4.0,0,6,Basic,Paid,United Kingdom,0,0.22677098250307373,Low,Maintain regular engagement
SP-01852,16,58.52,10,6,1,5.0,0,15,Basic,Partner,Germany,1,0.226621180749895,Low,Maintain regular engagement
SP-01767,31,73.83,9,2,1,4.0,0,8,Professional,Paid,Germany,0,0.2264722480231538,Low,Maintain regular engagement
SP-00345,55,80.1,17,5,1,4.0,1,22,Professional,Referral,Germany,0,0.22645029450022577,Low,Send re-engagement journey
SP-02133,32,167.2,9,3,1,4.8,0,22,Professional,Paid,United Kingdom,0,0.2262333265279767,Low,Send re-engagement journey
SP-00582,51,75.35,7,3,1,3.9,0,11,Basic,Paid,Germany,0,0.225892449613643,Low,Maintain regular engagement
SP-01079,26,95.89,10,9,1,4.0,0,17,Professional,Partner,Portugal,0,0.22579606860898044,Low,Maintain regular engagement
SP-01384,54,63.52,5,5,2,4.5,1,12,Enterprise,Organic,United Kingdom,0,0.22513518285504658,Low,Maintain regular engagement
SP-01698,9,154.91,8,2,2,5.0,0,8,Basic,Paid,United Kingdom,0,0.22488342600892364,Low,Maintain regular engagement
SP-00870,3,73.62,9,4,0,4.4,1,5,Professional,Referral,Portugal,0,0.2248315143988719,Low,Maintain regular engagement
SP-00236,44,67.23,5,8,1,4.6,1,13,Professional,Referral,Germany,0,0.2247528529273095,Low,Maintain regular engagement
SP-00781,53,225.71,9,3,1,2.7,0,11,Basic,Organic,Portugal,0,0.22473386701239195,Low,Maintain regular engagement
SP-00867,50,100.65,6,5,4,4.9,1,2,Basic,Referral,Germany,0,0.22436130412456057,Low,Escalate unresolved service issues
SP-00906,43,85.07,12,4,0,3.8,1,13,Basic,Referral,Germany,0,0.22411965835359848,Low,Maintain regular engagement
SP-02354,28,85.51,13,2,0,4.3,0,18,Professional,Organic,Germany,0,0.22381522185855848,Low,Maintain regular engagement
SP-01337,39,95.63,6,4,1,3.3,0,9,Enterprise,Organic,Portugal,0,0.22364428389311053,Low,Maintain regular engagement
SP-00514,49,103.52,12,3,1,3.6,0,14,Basic,Referral,Portugal,0,0.22344938422072713,Low,Maintain regular engagement
SP-02209,15,81.53,8,5,1,3.9,0,4,Basic,Paid,Germany,0,0.22325713398003555,Low,Maintain regular engagement
SP-01967,23,68.05,4,1,0,5.0,2,1,Basic,Referral,Portugal,0,0.22213925936463969,Low,Offer billing support or flexible payment plan
SP-02445,36,185.41,6,2,1,4.3,0,13,Basic,Referral,Portugal,0,0.22212903621850746,Low,Maintain regular engagement
SP-01693,40,90.0,7,3,0,3.9,1,7,Professional,Organic,United Kingdom,0,0.22178025564466405,Low,Maintain regular engagement
SP-01631,35,64.97,10,2,2,4.2,1,2,Professional,Organic,Portugal,0,0.22138133856743408,Low,Maintain regular engagement
SP-00148,15,103.79,12,2,0,3.8,0,9,Professional,Organic,Germany,0,0.22129746222544402,Low,Maintain regular engagement
SP-01744,2,158.79,8,4,1,4.5,1,3,Professional,Organic,United Kingdom,0,0.22117470557679558,Low,Maintain regular engagement
SP-00768,29,114.65,12,7,1,3.7,1,8,Basic,Partner,United Kingdom,0,0.22087082298152605,Low,Maintain regular engagement
SP-00044,22,51.14,8,3,0,5.0,1,13,Professional,Organic,Portugal,0,0.22064748994483482,Low,Maintain regular engagement
SP-02383,56,77.53,6,3,0,4.3,2,10,Basic,Paid,United Kingdom,0,0.22060615423893024,Low,Offer billing support or flexible payment plan
SP-01609,15,134.08,7,5,1,3.4,1,3,Enterprise,Paid,Germany,0,0.2204323138151824,Low,Maintain regular engagement
SP-02067,44,63.9,11,4,0,3.3,2,2,Basic,Organic,Germany,0,0.2197088392754602,Low,Offer billing support or flexible payment plan
SP-01625,34,76.22,7,3,1,3.8,0,2,Basic,Organic,United Kingdom,0,0.21936703867414478,Low,Maintain regular engagement
SP-00042,46,94.12,12,7,0,3.2,1,15,Professional,Paid,United Kingdom,0,0.21868659800882298,Low,Maintain regular engagement
SP-02495,26,27.09,6,4,0,4.5,0,17,Enterprise,Paid,Germany,0,0.2185820922328102,Low,Maintain regular engagement
SP-02487,15,87.2,11,4,0,3.9,0,9,Professional,Partner,United Kingdom,0,0.21855862712084834,Low,Maintain regular engagement
SP-00056,3,66.58,9,7,0,4.0,0,11,Professional,Paid,Portugal,0,0.218386274348972,Low,Maintain regular engagement
SP-02015,39,108.14,6,6,1,4.7,1,12,Basic,Organic,United Kingdom,0,0.21814633434852024,Low,Maintain regular engagement
SP-01695,10,104.09,4,5,0,3.9,0,3,Basic,Organic,Portugal,0,0.21809558876764615,Low,Maintain regular engagement
SP-02026,29,62.68,7,6,0,3.8,0,12,Basic,Paid,Portugal,0,0.21764275641851666,Low,Maintain regular engagement
SP-00548,36,145.16,6,4,1,2.9,0,4,Enterprise,Partner,United Kingdom,0,0.21689607402957622,Low,Maintain regular engagement
SP-01816,7,150.66,8,7,2,4.1,1,3,Professional,Paid,Portugal,0,0.21664421572856365,Low,Maintain regular engagement
SP-00356,60,50.35,7,4,1,3.5,0,13,Enterprise,Referral,Germany,0,0.2165587394751782,Low,Maintain regular engagement
SP-00947,59,89.37,5,6,0,3.2,1,10,Basic,Paid,Portugal,0,0.21635249982286667,Low,Maintain regular engagement
SP-01953,5,130.04,9,9,1,3.4,1,5,Enterprise,Organic,Germany,0,0.21609376261583102,Low,Maintain regular engagement
SP-01855,7,33.85,9,5,2,5.0,1,1,Professional,Partner,Portugal,0,0.21593542254206347,Low,Maintain regular engagement
SP-00600,39,61.42,5,6,1,4.4,1,14,Enterprise,Paid,Germany,0,0.21569911030315925,Low,Maintain regular engagement
SP-00849,50,175.09,14,3,2,2.8,1,7,Professional,Paid,Portugal,0,0.21485210737261493,Low,Maintain regular engagement
SP-00466,58,56.28,11,4,1,4.1,0,20,Professional,Paid,Germany,0,0.21419248822212755,Low,Maintain regular engagement
SP-01417,39,87.91,13,6,0,2.5,0,7,Basic,Organic,United Kingdom,0,0.2140265445261639,Low,Maintain regular engagement
SP-00322,7,128.47,10,4,1,4.1,0,7,Professional,Paid,United Kingdom,0,0.21397770579494588,Low,Maintain regular engagement
SP-00037,52,86.76,10,4,1,3.7,1,7,Basic,Referral,Germany,0,0.21385408309828655,Low,Maintain regular engagement
SP-00639,48,115.38,8,3,0,4.4,1,17,Basic,Paid,United Kingdom,0,0.21368797494758912,Low,Maintain regular engagement
SP-00020,28,124.76,5,2,1,5.0,1,13,Enterprise,Organic,Germany,0,0.21340088366666055,Low,Maintain regular engagement
SP-00470,56,92.84,10,2,1,5.0,1,20,Professional,Organic,Germany,0,0.21302267286115376,Low,Maintain regular engagement
SP-01427,41,93.63,6,6,1,4.2,0,11,Basic,Organic,United Kingdom,0,0.2127837536556712,Low,Maintain regular engagement
SP-00691,60,59.35,16,2,2,4.0,0,16,Professional,Organic,United Kingdom,0,0.21228716987523572,Low,Maintain regular engagement
SP-01571,5,66.59,10,2,2,5.0,0,4,Professional,Paid,United Kingdom,0,0.21224610356595464,Low,Maintain regular engagement
SP-02076,25,91.47,9,4,1,4.3,0,16,Enterprise,Referral,Portugal,0,0.2121321384984618,Low,Maintain regular engagement
SP-01018,30,46.92,9,1,0,5.0,0,15,Basic,Organic,Germany,0,0.21208786153646778,Low,Maintain regular engagement
SP-01775,47,80.96,9,1,1,3.6,0,6,Basic,Paid,Germany,0,0.2120600859336361,Low,Maintain regular engagement
SP-02104,8,101.26,7,3,2,4.8,0,2,Basic,Organic,Portugal,0,0.2118318977487544,Low,Maintain regular engagement
SP-00422,42,68.57,5,2,0,4.0,1,5,Professional,Organic,Portugal,0,0.21181781776269376,Low,Maintain regular engagement
SP-01127,52,88.27,10,5,1,2.8,1,8,Enterprise,Paid,United Kingdom,0,0.21119607275070676,Low,Maintain regular engagement
SP-01986,48,158.91,3,3,2,3.6,0,8,Enterprise,Paid,Germany,0,0.2105833269167145,Low,Maintain regular engagement
SP-01322,17,119.99,7,6,0,3.9,1,4,Professional,Referral,United Kingdom,0,0.2103183376496833,Low,Maintain regular engagement
SP-00593,15,95.03,9,1,0,4.4,0,10,Professional,Organic,Portugal,0,0.2103117134465426,Low,Maintain regular engagement
SP-01229,10,96.35,8,4,0,4.7,3,1,Professional,Paid,Germany,0,0.210256781373807,Low,Offer billing support or flexible payment plan
SP-01707,60,141.34,6,5,1,3.3,0,9,Basic,Partner,United Kingdom,0,0.21008104194980254,Low,Maintain regular engagement
SP-00827,41,153.98,7,3,2,4.3,0,13,Professional,Paid,Portugal,0,0.21002121160955964,Low,Maintain regular engagement
SP-01502,16,73.13,9,3,1,4.7,0,13,Enterprise,Referral,Germany,0,0.2097654841495225,Low,Maintain regular engagement
SP-00587,42,35.71,8,4,0,4.4,0,14,Basic,Referral,Germany,0,0.2096006086886249,Low,Maintain regular engagement
SP-02428,24,118.33,7,3,0,4.4,0,16,Professional,Paid,Portugal,0,0.20954740073375275,Low,Maintain regular engagement
SP-00650,51,89.07,12,3,2,3.6,1,2,Basic,Organic,United Kingdom,0,0.20904264711637838,Low,Maintain regular engagement
SP-01419,52,55.79,13,4,0,2.6,0,8,Professional,Referral,Germany,0,0.20885400385677932,Low,Maintain regular engagement
SP-02153,52,77.51,6,4,2,4.2,2,5,Enterprise,Referral,Portugal,0,0.2086235767434273,Low,Offer billing support or flexible payment plan
SP-00014,46,108.85,7,5,3,4.9,0,19,Enterprise,Organic,Portugal,0,0.2085223400071728,Low,Escalate unresolved service issues
SP-02213,37,63.11,8,6,1,4.1,0,18,Enterprise,Paid,Germany,0,0.2078548743222776,Low,Maintain regular engagement
SP-00894,59,73.43,11,2,1,3.1,1,4,Professional,Organic,Portugal,1,0.20755291818331661,Low,Maintain regular engagement
SP-02220,12,99.83,3,7,1,5.0,1,3,Basic,Organic,United Kingdom,0,0.20722672251842172,Low,Maintain regular engagement
SP-02436,34,90.25,8,7,0,4.3,0,18,Professional,Partner,United Kingdom,0,0.20716904436690683,Low,Maintain regular engagement
SP-01675,44,89.55,8,2,0,3.7,0,9,Basic,Organic,Germany,0,0.2067733715572768,Low,Maintain regular engagement
SP-00358,54,113.88,9,1,0,3.1,0,7,Basic,Referral,Germany,0,0.20675155446524854,Low,Maintain regular engagement
SP-00592,55,69.98,11,1,1,3.8,0,11,Basic,Paid,United Kingdom,0,0.2067424953089846,Low,Maintain regular engagement
SP-00179,55,84.14,6,4,2,3.8,0,6,Professional,Paid,United Kingdom,0,0.20634022290600734,Low,Maintain regular engagement
SP-02190,36,143.68,4,0,0,4.5,0,11,Professional,Organic,Germany,0,0.20587881127822039,Low,Maintain regular engagement
SP-02318,27,89.91,9,1,0,5.0,1,15,Basic,Paid,Portugal,0,0.2054713139744342,Low,Maintain regular engagement
SP-01666,24,95.38,10,3,1,4.1,0,7,Professional,Organic,Germany,0,0.20546829522235174,Low,Maintain regular engagement
SP-01531,6,63.44,11,6,1,3.9,0,4,Professional,Paid,United Kingdom,0,0.20541903141951473,Low,Maintain regular engagement
SP-00924,9,91.89,15,4,1,3.5,0,5,Professional,Paid,United Kingdom,0,0.20540305070596993,Low,Maintain regular engagement
SP-01578,48,69.92,11,1,1,3.7,0,7,Professional,Organic,United Kingdom,0,0.20536981133906168,Low,Maintain regular engagement
SP-01867,7,45.57,6,2,1,4.7,0,3,Enterprise,Partner,United Kingdom,0,0.20501645534593224,Low,Maintain regular engagement
SP-01198,59,150.02,6,2,0,3.0,1,6,Professional,Organic,Portugal,0,0.20482132497024616,Low,Maintain regular engagement
SP-00081,57,118.26,11,4,2,3.6,0,9,Basic,Referral,United Kingdom,0,0.20474293840128882,Low,Maintain regular engagement
SP-01591,45,113.42,8,3,0,3.1,1,5,Basic,Paid,Portugal,0,0.20431073602916194,Low,Maintain regular engagement
SP-00193,37,132.88,6,6,1,3.9,1,5,Professional,Referral,Germany,0,0.20367989671319972,Low,Maintain regular engagement
SP-01291,15,168.6,9,6,1,3.5,0,3,Basic,Referral,United Kingdom,0,0.20341891891111535,Low,Maintain regular engagement
SP-00355,59,132.7,6,2,0,3.1,0,7,Basic,Referral,Germany,0,0.20316972466904495,Low,Maintain regular engagement
SP-00488,32,54.89,10,3,1,3.8,0,4,Professional,Organic,Germany,0,0.2031490393141673,Low,Maintain regular engagement
SP-02291,24,80.95,12,5,1,4.9,1,14,Professional,Organic,Germany,0,0.20272127519012398,Low,Maintain regular engagement
SP-00770,23,88.71,10,1,0,3.5,0,2,Professional,Partner,Germany,0,0.20261813697218903,Low,Maintain regular engagement
SP-02379,60,137.57,9,7,3,4.3,1,13,Professional,Referral,Portugal,0,0.20254569134571748,Low,Escalate unresolved service issues
SP-00918,48,148.12,14,2,1,3.2,0,11,Basic,Organic,Germany,0,0.20240105440324915,Low,Maintain regular engagement
SP-01083,58,109.16,6,1,0,4.2,0,14,Basic,Partner,United Kingdom,0,0.20229664317331647,Low,Maintain regular engagement
SP-01325,52,87.89,9,2,2,4.0,0,5,Basic,Referral,Germany,0,0.20224782569463176,Low,Maintain regular engagement
SP-01135,37,33.05,12,2,1,4.3,0,9,Basic,Organic,Germany,0,0.20219318570239686,Low,Maintain regular engagement
SP-00123,40,80.64,10,3,2,4.8,0,12,Professional,Referral,Germany,0,0.2019434362716701,Low,Maintain regular engagement
SP-00665,36,116.36,12,3,0,5.0,1,21,Basic,Referral,Germany,0,0.20171729195628685,Low,Send re-engagement journey
SP-00109,29,122.56,10,2,0,4.4,0,15,Basic,Organic,Germany,0,0.2016971844828171,Low,Maintain regular engagement
SP-01612,9,90.82,12,7,0,3.8,1,5,Basic,Referral,Germany,0,0.20159342322157486,Low,Maintain regular engagement
SP-00882,52,60.37,8,3,2,4.8,0,11,Basic,Referral,Germany,0,0.20147728922313757,Low,Maintain regular engagement
SP-02346,16,68.3,10,7,0,3.6,0,7,Professional,Organic,United Kingdom,0,0.2013266510957665,Low,Maintain regular engagement
SP-02451,51,92.64,12,1,0,2.9,1,5,Professional,Paid,Germany,0,0.19967456725545346,Low,Maintain regular engagement
SP-01950,20,95.95,14,5,1,3.4,0,7,Professional,Partner,Portugal,0,0.19932983952495315,Low,Maintain regular engagement
SP-01219,49,64.11,5,4,2,4.9,0,12,Professional,Organic,Portugal,0,0.19931055702603526,Low,Maintain regular engagement
SP-00715,56,55.93,9,2,1,3.9,1,4,Basic,Organic,Germany,0,0.1990693255703326,Low,Maintain regular engagement
SP-00762,34,76.6,11,4,1,3.9,1,5,Basic,Organic,Portugal,0,0.1987982433725807,Low,Maintain regular engagement
SP-02029,32,76.75,7,3,1,4.8,2,3,Professional,Partner,Portugal,0,0.19853014743689057,Low,Offer billing support or flexible payment plan
SP-00372,40,50.12,10,4,0,3.2,1,7,Enterprise,Organic,Germany,0,0.19813505803229414,Low,Maintain regular engagement
SP-01899,45,68.52,8,4,2,4.5,0,11,Professional,Paid,Germany,0,0.19808116111642632,Low,Maintain regular engagement
SP-00253,12,47.16,8,7,1,4.7,0,6,Basic,Referral,United Kingdom,0,0.1980035654042953,Low,Maintain regular engagement
SP-02446,54,59.62,7,0,2,3.8,0,0,Professional,Organic,Portugal,0,0.1979760077505605,Low,Maintain regular engagement
SP-01151,23,105.76,9,2,1,4.2,0,3,Basic,Partner,United Kingdom,0,0.197530070191193,Low,Maintain regular engagement
SP-01088,60,83.77,6,2,2,4.6,1,6,Basic,Referral,Portugal,0,0.1974299721370223,Low,Maintain regular engagement
SP-01307,16,155.72,6,3,0,3.7,0,2,Basic,Partner,Germany,0,0.19734870401811128,Low,Maintain regular engagement
